"","NAME","STRATUM","OTHERSTAFF","TOTALSTAFF","ASSAULTCORR","ASSAULTOTRSTAFFF","DEATHSTAFFYN","ADPF","ADP","DESIGNWT","FINALWT","year"
"515","JEFFERSON COUNTY JAIL",8,0,0,0,0,-9,0,127,2.7519,3.0174342,"2013"
"516","COOS COUNTY JAIL",8,0,0,0,0,-9,0,79,2.7519,3.0174342,"2013"
"517","ALBEMARLE DISTRICT REGIONAL JAIL",12,5,59,0,0,-9,0,147,1,1.0769231,"2013"
"518","CLAYTON COUNTY PRISON",1,5,57,0,0,-9,0,232,1,1.0695652,"2013"
"519","ESSEX COUNTY ALTERNATIVE CORRECTIONAL CENTER",1,0,0,0,0,-9,0,275,1,1.0695652,"2013"
"520","HALL COUNTY CORRECTIONAL INSTITUTION",1,5,35,0,0,-9,0,213,1,1.0695652,"2013"
"521","WASHINGTON COUNTY JUSTICE CENTER",8,0,0,0,0,-9,1,186,2.7519,3.0174342,"2013"
"522","ANOKA COUNTY WORK RELEASE #1 & 4",7,0,0,0,0,-9,0,129,1.4136,1.5742364,"2013"
"523","WILLIAMSON COUNTY JAIL",4,0,0,0,0,-9,0,123,7.5625,8.1026786,"2013"
"524","MCDUFFIE COUNTY JAIL",8,0,0,0,0,-9,0,100,2.7519,3.0174342,"2013"
"525","ANOKA COUNTY ADULT CORRECTIONAL FACILITY",7,0,0,0,0,-9,0,221,1.4136,1.5742364,"2013"
"526","CLINTON COUNTY SHERIFF'S OFFICE JAIL",3,0,0,0,0,-9,1,227,4.2917,5.15004,"2013"
"527","SAN PATRICIO COUNTY JAIL",8,0,0,0,0,-9,0,194,2.7519,3.0174342,"2013"
"528","MERRIMACK COUNTY DEPT OF CORRECTION",3,0,0,0,0,-9,0,187,4.2917,5.15004,"2013"
"529","LEAVENWORTH COUNTY JAIL",1,7,39,3,0,-9,1,110,1,1.0695652,"2013"
"530","VENTURA CO WORK FURLOUGH & WORK  RELEASE FAC",1.1,5,19,0,0,-9,0,90,1,1,"2013"
"531","FLOYD COUNTY JAIL",7,0,0,0,0,-9,0,250,1.4136,1.5742364,"2013"
"532","CLAY COUNTY DETENTION CENTER",7,0,0,0,0,-9,1,203,1.4136,1.5742364,"2013"
"533","SOMERSET COUNTY CORRECTIONAL FACILITY",9,0,0,0,0,-9,0,148,5.5377,6.5925,"2013"
"534","VERNON PARISH",8,0,0,0,0,-9,0,224,2.7519,3.0174342,"2013"
"535","PUTNAM COUNTY JAIL",7,0,0,0,0,-9,0,364,1.4136,1.5742364,"2013"
"536","GREENWOOD COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,198,2.7519,3.0174342,"2013"
"537","ST MARY'S COUNTY DETENTION CENTER",7,0,0,0,0,-9,0,237,1.4136,1.5742364,"2013"
"538","BUTLER COUNTY JAIL",8,0,0,0,0,-9,1,225,2.7519,3.0174342,"2013"
"539","MARION/WALTHALL CO REGIONAL CORR FAC",12,0,0,0,0,-9,0,120,1,1.0769231,"2013"
"540","OKMULGEE COUNTY JAIL",8,0,0,0,0,-9,0,240,2.7519,3.0174342,"2013"
"541","HANCOCK COUNTY",3,0,0,0,0,-9,0,234,4.2917,5.15004,"2013"
"542","WASHINGTON COUNTY JAIL",8,0,0,0,0,-9,0,172,2.7519,3.0174342,"2013"
"543","HARLAN COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,202,2.7519,3.0174342,"2013"
"544","TAZEWELL COUNTY JUSTICE CENTER",8,0,0,0,0,-9,1,186,2.7519,3.0174342,"2013"
"545","SENECA COUNTY SHERIFF'S OFFICE",8,0,0,0,0,-9,0,154,2.7519,3.0174342,"2013"
"546","CROW WING COUNTY JAIL",9,0,0,0,0,-9,0,135,5.5377,6.5925,"2013"
"547","GLOUCESTER COUNTY",7,0,0,0,0,-9,1,343,1.4136,1.5742364,"2013"
"548","MCLEAN COUNTY DETENTION FACILITY",8,0,0,0,0,-9,0,238,2.7519,3.0174342,"2013"
"549","TWO BRIDGES REGIONAL JAIL",12,10,77,4,0,-9,0,169,1,1.0769231,"2013"
"550","CARBON COUNTY JAIL",8,0,0,0,0,-9,0,194,2.7519,3.0174342,"2013"
"551","TWIN FALLS COUNTY ADULT DETENTION FACILITY",8,0,0,0,0,-9,0,172,2.7519,3.0174342,"2013"
"552","Alcorn County Regional Correctional Facility",12,3,19,2,0,-9,0,107,-9,1.0769231,"2013"
"553","DELAWARE COUNTY JAIL",2,0,0,0,0,-9,1,291,2.4167,2.4857486,"2013"
"554","RIVER CITY CORRECTIONAL FACILITY",1,61,110,0,0,-9,1,203,1,1.0695652,"2013"
"555","COLQUITT COUNTY CORRECTIONAL INSTITUTION",7,0,0,0,0,-9,0,179,1.4136,1.5742364,"2013"
"556","SOUTHEASTERN OHIO REGIONAL JAIL",12,21,59,0,0,-9,0,185,1,1.0769231,"2013"
"557","UPSON COUNTY SHERIFF'S OFFICE AND JAIL",8,0,0,0,0,-9,1,136,2.7519,3.0174342,"2013"
"558","FRANKLIN CO COMMUNTY-BASED CORR. FACILITY",1,40,80,0,0,-9,0,206,1,1.0695652,"2013"
"559","RICHMOND COUNTY CORRECTIONAL INSTITUTION",1,6,76,0,0,-9,1,205,1,1.0695652,"2013"
"560","LIMESTONE COUNTY JAIL",1,8,60,0,0,-9,0,140,1,1.0695652,"2013"
"561","GEORGETOWN COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,218,2.7519,3.0174342,"2013"
"562","RANDOLPH COUNTY JAIL",3,0,0,0,0,-9,0,198,4.2917,5.15004,"2013"
"563","THOMAS COUNTY PRISON",7,0,0,0,0,-9,1,186,1.4136,1.5742364,"2013"
"564","ROWAN COUNTY JAIL",3,0,0,0,0,-9,0,271,4.2917,5.15004,"2013"
"565","LEE COUNTY",2,0,0,0,0,-9,1,264,2.4167,2.4857486,"2013"
"566","COLQUITT COUNTY JAIL",7,0,0,0,0,-9,0,235,1.4136,1.5742364,"2013"
"567","BOONE COUNTY SHERIFF'S DEPT.",7,0,0,0,0,-9,0,191,1.4136,1.5742364,"2013"
"568","TRI-COUNTY REGIONAL JAIL",12,10,49,0,0,-9,1,170,1,1.0769231,"2013"
"569","ROCKINGHAM REGIONAL JAIL",7,0,0,0,0,-9,0,327,1.4136,1.5742364,"2013"
"570","PONTOTOC COUNTY JAIL",9,0,0,0,0,-9,0,180,5.5377,6.5925,"2013"
"571","OUACHITA PARISH SHERIFFS OFFICE WORK REL CTR",1,0,22,0,0,-9,0,177,1,1.0695652,"2013"
"572","CASS COUNTY JAIL",8,0,0,0,0,-9,0,121,2.7519,3.0174342,"2013"
"573","Long Beach Police Department",9.1,0,0,0,0,-9,0,72,-9,1.1111111,"2013"
"574","BRADFORD COUNTY JAIL",8,0,0,0,0,-9,0,186,2.7519,3.0174342,"2013"
"575","GARFIELD COUNTY DETENTION FACILITY",8,0,0,0,0,-9,0,109,2.7519,3.0174342,"2013"
"576","PULASKI COUNTY DETENTION CENTER",7,0,0,0,0,-9,1,274,1.4136,1.5742364,"2013"
"577","BOYD COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,237,2.7519,3.0174342,"2013"
"578","ONEIDA COUNTY JAIL",4,0,0,0,0,-9,0,98,7.5625,8.1026786,"2013"
"579","MONTROSE COUNTY SHERIFF'S DEPT. JAIL",8,0,0,0,0,-9,0,62,2.7519,3.0174342,"2013"
"580","ALLEN COUNTY JAIL",7,0,0,0,0,-9,0,196,1.4136,1.5742364,"2013"
"581","LAFAYETTE COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,180,2.7519,3.0174342,"2013"
"582","CECIL COUNTY DETENTION CENTER",2,0,0,0,0,-9,0,225,2.4167,2.4857486,"2013"
"583","NORTHWEST REGIONAL CORRECTIONAL CENTER",12,11,44,0,0,-9,1,131,1,1.0769231,"2013"
"584","DILLON COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,120,2.7519,3.0174342,"2013"
"585","PEACH COUNTY LAW ENFORCEMENT CENTER",9,0,0,0,0,-9,0,100,5.5377,6.5925,"2013"
"586","HINDS COUNTY",1,6,50,0,0,-9,0,155,1,1.0695652,"2013"
"587","LAMAR COUNTY JAIL",8,0,0,0,0,-9,0,150,2.7519,3.0174342,"2013"
"588","JOHNSON COUNTY JAIL",8,0,0,0,0,-9,1,126,2.7519,3.0174342,"2013"
"589","GREENE COUNTY PRISON",8,0,0,0,0,-9,0,111,2.7519,3.0174342,"2013"
"590","PETERSBURG CITY",7,0,0,0,0,-9,0,202,1.4136,1.5742364,"2013"
"591","SALINE COUNTY JAIL",8,0,0,0,0,-9,0,221,2.7519,3.0174342,"2013"
"592","TEHAMA COUNTY JAIL",8.1,0,0,0,0,-9,1,200,2.7519,1.2,"2013"
"593","DAWSON COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,164,2.7519,3.0174342,"2013"
"594","HOOD COUNTY JAIL",8,0,0,0,0,-9,0,139,2.7519,3.0174342,"2013"
"595","MATAGORDA COUNTY JAIL",9,0,0,0,0,-9,0,114,5.5377,6.5925,"2013"
"596","JEFFERSON COUNTY CORRECTIONAL INSTITUTION",7,0,0,0,0,-9,1,176,1.4136,1.5742364,"2013"
"597","SUSSEX COUNTY WALTER KEOGH DWYER CORR FAC",8,0,0,0,0,-9,0,195,2.7519,3.0174342,"2013"
"598","CALDWELL COUNTY JAIL",8,0,0,0,0,-9,1,178,2.7519,3.0174342,"2013"
"599","CHILTON COUNTY JAIL",7,0,0,0,0,-9,0,200,1.4136,1.5742364,"2013"
"600","TAYLOR COUNTY JAIL",8,0,0,0,0,-9,0,88,2.7519,3.0174342,"2013"
"601","LYON COUNTY JAIL",9,0,0,0,0,-9,0,71,5.5377,6.5925,"2013"
"602","GILA COUNTY JAIL",8,0,0,0,0,-9,0,144,2.7519,3.0174342,"2013"
"603","WASHINGTON COUNTY CORRECTIONAL FACILITY",4,0,0,0,0,-9,1,135,7.5625,8.1026786,"2013"
"604","MULTI COUNTY CORRECTIONAL CENTER",12,9,50,0,0,-9,0,151,1,1.0769231,"2013"
"605","MARSHALL COUNTY JAIL",8,0,0,0,0,-9,0,100,2.7519,3.0174342,"2013"
"606","PIEDMONT REGIONAL JAIL",12,0,0,0,0,-9,1,534,1,1.0769231,"2013"
"607","WAYNE COUNTY CORRECTION FACILITY",8,0,0,0,0,-9,1,180,2.7519,3.0174342,"2013"
"608","HARDEMAN COUNTY JAIL",9,0,0,0,0,-9,0,140,5.5377,6.5925,"2013"
"609","GARLAND COUNTY CRIMINAL DETENTION FACILITY",8,0,0,0,0,-9,1,195,2.7519,3.0174342,"2013"
"610","BARREN COUNTY CORRECTIONAL CENTER",8,0,0,0,0,-9,0,151,2.7519,3.0174342,"2013"
"611","DUCHESNE COUNTY JAIL",8,0,0,0,0,-9,0,172,2.7519,3.0174342,"2013"
"612","WASHINGTON COUNTY JAIL",4,0,0,0,0,-9,0,76,7.5625,8.1026786,"2013"
"613","BULLOCH COUNTY CORRECTIONAL INSTITUTION",7,0,0,0,0,-9,1,151,1.4136,1.5742364,"2013"
"614","ROANE COUNTY JAIL",9,0,0,0,0,-9,0,211,5.5377,6.5925,"2013"
"615","JACKSON COUNTY JAIL",8,0,0,0,0,-9,0,128,2.7519,3.0174342,"2013"
"616","CLARK COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,105,2.7519,3.0174342,"2013"
"617","MINI-CASSIA CRIMINAL JUSTICE CENTER",12,8,35,0,0,-9,0,154,1,1.0769231,"2013"
"618","ST. CROIX COUNTY JAIL",8,0,0,0,0,-9,0,82,2.7519,3.0174342,"2013"
"619","CARTER COUNTY JAIL",8,0,0,0,0,-9,1,190,2.7519,3.0174342,"2013"
"620","CRISP COUNTY JAIL",8,0,0,0,0,-9,0,128,2.7519,3.0174342,"2013"
"621","LAWRENCE COUNTY SECURITY CENTER",8,0,0,0,0,-9,0,121,2.7519,3.0174342,"2013"
"622","BOX ELDER COUNTY JAIL",8,0,0,0,0,-9,1,120,2.7519,3.0174342,"2013"
"623","GRAND PRAIRIE CITY JAIL",9,0,0,0,0,-9,0,82,5.5377,6.5925,"2013"
"624","WILSON COUNTY JAIL",8,0,0,0,0,-9,0,117,2.7519,3.0174342,"2013"
"625","BEAUREGARD PARISH JAIL COMPLEX",8,0,0,0,0,-9,1,99,2.7519,3.0174342,"2013"
"626","OBION COUNTY JAIL",8,0,0,0,0,-9,0,150,2.7519,3.0174342,"2013"
"627","HUNTERDON COUNTY CORRECTIONAL FACILITY",9,0,0,0,0,-9,0,105,5.5377,6.5925,"2013"
"628","LAMAR COUNTY DETENTION CENTER",8,0,0,0,0,-9,1,76,2.7519,3.0174342,"2013"
"629","GADSDEN COUNTY JAIL",3,0,0,0,0,-9,0,217,4.2917,5.15004,"2013"
"630","DORCHESTER COUNTY DETENTION CENTER",7,0,0,0,0,-9,0,213,1.4136,1.5742364,"2013"
"631","WAYNE COUNTY JAIL",8,0,0,0,0,-9,1,125,2.7519,3.0174342,"2013"
"632","Lassen County Adult Detention Facility",9.1,0,0,0,0,-9,1,120,-9,1.1111111,"2013"
"633","CASS COUNTY JUSTICE CENTER",9,0,0,0,0,-9,0,117,5.5377,6.5925,"2013"
"634","BIG SANDY REGIONAL DETENTION CENTER",12,7,33,0,0,-9,0,225,1,1.0769231,"2013"
"635","CHEROKEE COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,191,2.7519,3.0174342,"2013"
"636","JACKSON COUNTY CORRECTIONAL INSTITUTION",7,0,0,0,0,-9,0,144,1.4136,1.5742364,"2013"
"637","GRAFTON COUNTY DEPT OF CORRECTION",8,0,0,0,0,-9,0,128,2.7519,3.0174342,"2013"
"638","NORTHEAST REGIONAL CORRECTIONAL CENTER",12,35,62,0,0,-9,0,115,1,1.0769231,"2013"
"639","BLUE EARTH COUNTY JAIL",9,0,0,0,0,-9,0,95,5.5377,6.5925,"2013"
"640","MILLE LACS COUNTY JAIL",9,0,0,0,0,-9,0,91,5.5377,6.5925,"2013"
"641","TUOLUMNE COUNTY JAIL",8.1,0,0,0,0,-9,0,136,2.7519,1.2,"2013"
"642","SARPY COUNTY JAIL",8,0,0,0,0,-9,0,133,2.7519,3.0174342,"2013"
"643","TATE COUNTY JAIL",9,0,0,0,0,-9,0,80,5.5377,6.5925,"2013"
"644","KENNEBEC COUNTY CORRECTIONAL FACILITY",8,0,0,0,0,-9,1,134,2.7519,3.0174342,"2013"
"645","TALBOT COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,81,2.7519,3.0174342,"2013"
"646","WASHINGTON PARISH SHERIFF'S OFFICE JAIL",8,0,0,0,0,-9,0,153,2.7519,3.0174342,"2013"
"647","HUGHES COUNTY JAIL",9,0,0,0,0,-9,1,140,5.5377,6.5925,"2013"
"648","NORTH CENTRAL REG CORR AND REHAB CENTER",12,13,34,0,0,-9,0,123,1,1.0769231,"2013"
"649","Anaheim Police Department",5.1,0,0,0,0,-9,0,121,-9,1,"2013"
"650","Glenn County Sheriffs Office",8.1,0,0,0,0,-9,0,102,-9,1.2,"2013"
"651","San Benito County Sheriffs Office",8.1,0,0,0,0,-9,0,125,-9,1.2,"2013"
"652","BRANCH COUNTY JAIL",8,0,0,0,0,-9,0,121,2.7519,3.0174342,"2013"
"653","JESSAMINE COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,162,2.7519,3.0174342,"2013"
"654","MASON COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,133,2.7519,3.0174342,"2013"
"655","BURKE COUNTY JAIL",8,0,0,0,0,-9,0,115,2.7519,3.0174342,"2013"
"656","NEWPORT NEWS CITY PRISON FARM",1,19,58,0,0,-9,0,160,1,1.0695652,"2013"
"657","KENTUCKY RIVER REGIONAL JAIL",12,4,32,0,0,-9,1,205,1,1.0769231,"2013"
"658","BURLEIGH COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,160,2.7519,3.0174342,"2013"
"659","NEWBERRY COUNTY DETENTION CENTER",8,0,0,0,0,-9,1,96,2.7519,3.0174342,"2013"
"660","BENTON COUNTY JAIL",9,0,0,0,0,-9,0,79,5.5377,6.5925,"2013"
"661","MORGAN COUNTY JAIL",9,0,0,0,0,-9,0,90,5.5377,6.5925,"2013"
"662","WOOD COUNTY JAIL",8,0,0,0,0,-9,1,83,2.7519,3.0174342,"2013"
"663","EFFINGHAM COUNTY JAIL",7,0,0,0,0,-9,0,175,1.4136,1.5742364,"2013"
"664","GRAVES COUNTY",8,0,0,0,0,-9,1,120,2.7519,3.0174342,"2013"
"665","CLARKE COUNTY JAIL",9,0,0,0,0,-9,0,140,5.5377,6.5925,"2013"
"666","HARRIS COUNTY PRISON",8,0,0,0,0,-9,0,118,2.7519,3.0174342,"2013"
"667","HENRY COUNTY JAIL",8,0,0,0,0,-9,0,105,2.7519,3.0174342,"2013"
"668","BEE COUNTY JAIL",8,0,0,0,0,-9,0,101,2.7519,3.0174342,"2013"
"669","JEFFERSON COUNTY JAIL",7,0,0,0,0,-9,0,97,1.4136,1.5742364,"2013"
"670","WAUSHARA COUNTY JAIL",8,0,0,0,0,-9,0,74,2.7519,3.0174342,"2013"
"671","COFFEE COUNTY JAIL",8,0,0,0,0,-9,0,135,2.7519,3.0174342,"2013"
"672","SHERIDAN COUNTY JAIL",8,0,0,0,0,-9,0,104,2.7519,3.0174342,"2013"
"673","CLARK COUNTY JAIL",4,0,0,0,0,-9,0,56,7.5625,8.1026786,"2013"
"674","MACON COUNTY JAIL",8,0,0,0,0,-9,0,160,2.7519,3.0174342,"2013"
"675","FRANKLIN COUNTY ADULT DETENTION FACILITY",8,0,0,0,0,-9,0,124,2.7519,3.0174342,"2013"
"676","BOTETOURT COUNTY JAIL",9,0,0,0,0,-9,1,123,5.5377,6.5925,"2013"
"677","BONNER COUNTY DETENTION FACILITY",8,0,0,0,0,-9,1,90,2.7519,3.0174342,"2013"
"678","CECIL COUNTY COMMUNITY ADULT REHAB CTR",2,0,0,0,0,-9,0,40,2.4167,2.4857486,"2013"
"679","LOGAN COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,110,2.7519,3.0174342,"2013"
"680","LAPEER COUNTY SHERIFF'S OFFICE JAIL",8,0,0,0,0,-9,1,110,2.7519,3.0174342,"2013"
"681","TIPTON COUNTY JAIL",1,4,37,1,0,-9,0,145,1,1.0695652,"2013"
"682","LINCOLN COUNTY JAIL",8,0,0,0,0,-9,0,67,2.7519,3.0174342,"2013"
"683","MIDDLE PENINSULA REGIONAL SECURITY CENTER",12,14,70,0,0,-9,0,170,1,1.0769231,"2013"
"684","LANCASTER COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,140,2.7519,3.0174342,"2013"
"685","CLALLAM COUNTY CORRECTIONAL FACILITY",8,0,0,0,0,-9,0,125,2.7519,3.0174342,"2013"
"686","MADISON COUNTY PUBLIC SAFETY BUILDING",8,0,0,0,0,-9,0,92,2.7519,3.0174342,"2013"
"687","PUTNAM COUNTY SHERIFF'S DEPT. JAIL",9,0,0,0,0,-9,0,90,5.5377,6.5925,"2013"
"688","GREENE COUNTY LAW ENFORCEMENT CENTER",9,0,0,0,0,-9,0,54,5.5377,6.5925,"2013"
"689","SOUTHWEST MULTI-COUNTY CORRECTIONAL  FACILITY",12,12,42,0,0,-9,0,70,1,1.0769231,"2013"
"690","HENRY COUNTY JAIL",10,0,0,0,0,-9,1,71,15.7,18.4304348,"2013"
"691","CASS COUNTY JAIL",4,0,0,0,0,-9,0,125,7.5625,8.1026786,"2013"
"692","SENECA COUNTY LAW ENFORCEMENT CENTER",5,0,0,0,0,-9,0,78,11.3636,12.49996,"2013"
"693","JEFFERSON COUNTY JAIL",9,0,0,0,0,-9,1,40,5.5377,6.5925,"2013"
"694","OLDHAM COUNTY JAIL",9,0,0,0,0,-9,0,120,5.5377,6.5925,"2013"
"695","CLARKE COUNTY CORRECTIONAL INSTITUTION",1,5,43,0,0,-9,0,107,1,1.0695652,"2013"
"696","BROOKS COUNTY JAIL",9,0,0,0,0,-9,0,72,5.5377,6.5925,"2013"
"697","MADISON COUNTY JAIL",8,0,0,0,0,-9,0,93,2.7519,3.0174342,"2013"
"698","OTTER TAIL COUNTY DETENTION CENTER",9,0,0,0,0,-9,0,75,5.5377,6.5925,"2013"
"699","GREENE COUNTY JAIL",8,0,0,0,0,-9,0,114,2.7519,3.0174342,"2013"
"700","OGLE COUNTY SHERIFF'S OFFICE JAIL",8,0,0,0,0,-9,1,95,2.7519,3.0174342,"2013"
"701","MADISON COUNTY PENAL FARM",2,0,0,0,0,-9,1,85,2.4167,2.4857486,"2013"
"702","SALINE CO SHERIFF'S DEPT JAIL",8,0,0,0,0,-9,1,85,2.7519,3.0174342,"2013"
"703","HAMILTON COUNTY JAIL",9,0,0,0,0,-9,0,50,5.5377,6.5925,"2013"
"704","BERTIE/MARTIN CO REGIONAL JAIL",12,4,26,0,0,-9,1,125,1,1.0769231,"2013"
"705","CALLAWAY COUNTY JAIL",9,0,0,0,0,-9,0,77,5.5377,6.5925,"2013"
"706","LEE COUNTY W.S. BUCK JONES DETENTION CENTER",9,0,0,0,0,-9,0,51,5.5377,6.5925,"2013"
"707","EAST POINT CITY JAIL",9,0,0,0,0,-9,1,37,5.5377,6.5925,"2013"
"708","ROANOKE COUNTY JAIL",7,0,0,0,0,-9,1,133,1.4136,1.5742364,"2013"
"709","LAKE REGIONAL LAW ENFORCEMENT CENTER",12,10,24,1,0,-9,0,113,1,1.0769231,"2013"
"710","SCOTLAND COUNTY JAIL",4,0,0,0,0,-9,0,108,7.5625,8.1026786,"2013"
"711","CRAWFORD COUNTY JAIL",4,0,0,0,0,-9,0,78,7.5625,8.1026786,"2013"
"712","ITASCA COUNTY JAIL",9,0,0,0,0,-9,0,84,5.5377,6.5925,"2013"
"713","ERIE COUNTY JAIL",9,0,0,0,0,-9,1,135,5.5377,6.5925,"2013"
"714","Glendale City Police Department",5.1,0,0,0,0,-9,0,17,-9,1,"2013"
"715","MASON COUNTY JAIL",9,0,0,0,0,-9,0,115,5.5377,6.5925,"2013"
"716","SISKIYOU COUNTY JAIL",9.1,0,0,0,0,-9,1,98,5.5377,1.1111111,"2013"
"717","WARD COUNTY JAIL",9,0,0,0,0,-9,1,90,5.5377,6.5925,"2013"
"718","WAPELLO COUNTY JAIL",9,0,0,0,0,-9,0,75,5.5377,6.5925,"2013"
"719","TELLER COUNTY JAIL",9,0,0,0,0,-9,0,52,5.5377,6.5925,"2013"
"720","NELSON COUNTY JAIL",8,0,0,0,0,-9,0,116,2.7519,3.0174342,"2013"
"721","SOUTHSIDE REGIONAL JAIL",12,5,46,0,0,-9,0,146,1,1.0769231,"2013"
"722","HARRIS COUNTY JAIL",8,0,0,0,0,-9,0,85,2.7519,3.0174342,"2013"
"723","DOTHAN CITY JAIL",9,0,0,0,0,-9,0,80,5.5377,6.5925,"2013"
"724","FRANKLIN COUNTY JAIL",4,0,0,0,0,-9,0,79,7.5625,8.1026786,"2013"
"725","MEDINA COUNTY JAIL",9,0,0,0,0,-9,0,74,5.5377,6.5925,"2013"
"726","ROSCOMMON COUNTY JAIL",9,0,0,0,0,-9,0,73,5.5377,6.5925,"2013"
"727","TEXAS COUNTY JAIL",9,0,0,0,0,-9,0,65,5.5377,6.5925,"2013"
"728","BURLESON COUNTY JAIL",9,0,0,0,0,-9,0,40,5.5377,6.5925,"2013"
"729","JACK COUNTY JAIL",9,0,0,0,0,-9,0,13,5.5377,6.5925,"2013"
"730","ORLEANS COUNTY JAIL",4,0,0,0,0,-9,0,68,7.5625,8.1026786,"2013"
"731","THE PROGRAM FOR OFFENDERS, INC.",1,26,49,0,0,-9,0,71,1,1.0695652,"2013"
"732","Colusa County Sheriffs Office",9.1,0,0,0,0,-9,1,62,-9,1.1111111,"2013"
"733","PLATTE COUNTY JAIL",9,0,0,0,0,-9,0,39,5.5377,6.5925,"2013"
"734","MARSHALL COUNTY JAIL",4,0,0,0,0,-9,1,85,7.5625,8.1026786,"2013"
"735","HARDIN COUNTY JAIL",5,0,0,0,0,-9,0,59,11.3636,12.49996,"2013"
"736","AITKIN COUNTY JAIL",9,0,0,0,0,-9,0,27,5.5377,6.5925,"2013"
"737","JOHNSON CITY JAIL",9,0,0,0,0,-9,0,96,5.5377,6.5925,"2013"
"738","LABETTE COUNTY JAIL",9,0,0,0,0,-9,0,60,5.5377,6.5925,"2013"
"739","GREENE COUNTY JAIL",9,0,0,0,0,-9,1,63,5.5377,6.5925,"2013"
"740","ROCKCASTLE COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,84,2.7519,3.0174342,"2013"
"741","DAGGETT COUNTY JAIL",9,0,0,0,0,-9,1,67,5.5377,6.5925,"2013"
"742","QUAY COUNTY DETENTION CENTER",5,0,0,0,0,-9,1,46,11.3636,12.49996,"2013"
"743","MONTGOMERY COUNTY JAIL",9,0,0,0,0,-9,0,53,5.5377,6.5925,"2013"
"744","HILL COUNTY JAIL",9,0,0,0,0,-9,1,51,5.5377,6.5925,"2013"
"745","ROWAN COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,107,2.7519,3.0174342,"2013"
"746","GRAY COUNTY JAIL",9,0,0,0,0,-9,0,56,5.5377,6.5925,"2013"
"747","Amador County Sheriffs Office",9.1,0,0,0,0,-9,0,94,-9,1.1111111,"2013"
"748","ALLEN COUNTY DETENTION CENTER",9,0,0,0,0,-9,0,70,5.5377,6.5925,"2013"
"749","WHITE COUNTY/CARMI CITY JAIL",12,3,15,0,0,-9,0,66,1,1.0769231,"2013"
"750","ATCHISON COUNTY JAIL",9,0,0,0,0,-9,1,59,5.5377,6.5925,"2013"
"751","PIKE COUNTY LAW ENFORCEMENT CENTER",9,0,0,0,0,-9,1,36,5.5377,6.5925,"2013"
"752","LINCOLN COUNTY REGIONAL JAIL",12,4,29,0,0,-9,1,109,1,1.0769231,"2013"
"753","RANDOLPH COUNTY JAIL",9,0,0,0,0,-9,1,75,5.5377,6.5925,"2013"
"754","HIGHLAND COUNTY JAIL",9,0,0,0,0,-9,0,64,5.5377,6.5925,"2013"
"755","AUGLAIZE COUNTY JAIL",9,0,0,0,0,-9,1,57,5.5377,6.5925,"2013"
"756","DAVIE COUNTY JAIL",9,0,0,0,0,-9,0,47,5.5377,6.5925,"2013"
"757","DICKINSON COUNTY CORRECTIONAL CENTER",4,0,0,0,0,-9,0,81,7.5625,8.1026786,"2013"
"758","RICE COUNTY JAIL",9,0,0,0,0,-9,1,43,5.5377,6.5925,"2013"
"759","HALE COUNTY JAIL",9,0,0,0,0,-9,0,41,5.5377,6.5925,"2013"
"760","MIDWEST CITY JAIL",9,0,0,0,0,-9,0,39,5.5377,6.5925,"2013"
"761","BRISTOL CITY JAIL",8,0,0,0,0,-9,0,152,2.7519,3.0174342,"2013"
"762","Plumas County Corrections Facility",9.1,0,0,0,0,-9,0,41,-9,1.1111111,"2013"
"763","CURRITUCK COUNTY JAIL",5,0,0,0,0,-9,0,31,11.3636,12.49996,"2013"
"764","DECATUR COUNTY JAIL",7,0,0,0,0,-9,0,97,1.4136,1.5742364,"2013"
"765","STONE COUNTY LAW ENFORCEMENT CENTER",9,0,0,0,0,-9,1,45,5.5377,6.5925,"2013"
"766","BAMBERG COUNTY DETENTION CENTER",10,0,0,0,0,-9,0,31,15.7,18.4304348,"2013"
"767","CALAVERAS COUNTY JAIL",9.1,0,0,0,0,-9,0,70,5.5377,1.1111111,"2013"
"768","CLAIBORNE PARISH WOMEN'S JAIL",7,0,0,0,0,-9,1,50,1.4136,1.5742364,"2013"
"769","SHELBY COUNTY JAIL",9,0,0,0,0,-9,5,46,5.5377,6.5925,"2013"
"770","HUMPHREYS COUNTY JAIL",9,0,0,0,0,-9,0,65,5.5377,6.5925,"2013"
