"","NAME","STRATUM","TOTALSTAFF","CORRSTAFF","CORRSTAFFF","OTHERSTAFF","OTHERSTAFFF","OTHERSTAFFM","TOTPOP","ADPF","ADP","DESIGNWT","FINALWT","year"
"1730","HAMPTON SHERIFFS OFFICE",7,165,128,47,37,29,8,331,36,343,1.27884614,1.30404508,"2016"
"1731","NORFOLK SHERIFF'S OFFICE",1,458,367,102,91,50,41,1081,33,1115,1,1.0546875,"2016"
"1732","PORTSMOUTH SHERIFFS OFFICE",7,72,60,20,12,8,4,189,5,205,1.27884614,1.30404508,"2016"
"1733","RICHMOND CITY SHERIFFS OFFICE",1,328,311,130,17,9,8,966,99,944,1,1.0546875,"2016"
"1734","ROANOKE CITY SHERIFFS OFFICE",1,200,30,10,170,20,150,509,110,575,1,1.05357143,"2016"
"1735","VIRGINIA BEACH SHERIFFS OFFICE",1,534,418,109,116,70,46,1385,172,1396,1,1.0546875,"2016"
"1736","ALBEMARLE CHARLOTTESVILLE REGIONAL JAIL",12,162,96,30,66,41,25,540,43,426,1,1.04545455,"2016"
"1737","ALLEGHANY REGIONAL JAIL",12,29,23,5,6,6,0,83,16,95,1,1.05,"2016"
"1738","MEHERRIN RIVER REGIONAL JAIL",12,132,116,44,16,12,4,355,56,366,1,1.04545455,"2016"
"1739","PEUMANSEND CREEK REGIONAL JAIL",12,80,63,29,17,12,5,120,0,187,1,1.04545455,"2016"
"1740","NORTHWESTERN REGIONAL ADULT DETENTION CENTER",12,190,140,33,50,39,11,622,194,620,1,1,"2016"
"1741","BLUE RIDGE REGIONAL JAIL AUTHORITY",12,406,320,83,86,58,28,1066,173,1078,1,1,"2016"
"1742","PAMUNKEY REGIONAL JAIL",12,115,96,30,19,13,6,469,68,415,1,1.04545455,"2016"
"1743","NORTHAMPTON COUNTY SHERIFF'S OFFICE",12,49,40,12,9,8,1,86,5,89,1,1,"2016"
"1744","CENTRAL VIRGINIA REGIONAL JAIL AUTHORITY",12,140,114,16,26,24,2,355,53,366,1,1.04545455,"2016"
"1745","PIEDMONT REGIONAL JAIL",12,142,111,31,31,10,21,599,76,594,1,1,"2016"
"1746","PRINCE WILLIAM - MANASSAS REGIONAL ADULT DETENTION CENTER",12,341,274,71,67,52,15,953,100,950,1,1,"2016"
"1747","NEW RIVER VALLEY REGIONAL JAIL",12,252,185,42,67,38,29,917,141,853,1,1,"2016"
"1748","NORTHERN NECK REGIONAL JAIL",12,80,55,14,25,21,4,412,34,351,1,1.04545455,"2016"
"1749","WESTERN VIRGINIA REGIONAL JAIL",12,197,185,48,12,6,6,805,217,852,1,1,"2016"
"1750","ROCKBRIDGE REGIONAL JAIL",12,38,28,10,10,8,2,126,31,124,1,1.05,"2016"
"1751","RAPPAHANNOCK SHENANDOAH WARREN REGIONAL JAIL",12,118,97,21,21,14,7,340,69,317,1,1.04545455,"2016"
"1752","SOUTHWEST VIRGINIA REGIONAL JAIL AUTHORITY",12,443,369,101,74,52,22,1913,447,1999,1,1,"2016"
"1753","RAPPAHANNOCK REGIONAL JAIL AUTHORITY",12,309,208,70,101,65,36,3031,280,1488,1,1,"2016"
"1754","RIVERSIDE REGIONAL JAIL AUTHORITY",12,364,301,125,63,27,36,1494,266,1438,1,1,"2016"
"1755","HAMPTON ROADS REGIONAL JAIL",12,275,264,111,11,10,1,1087,304,1079,1,1,"2016"
"1756","MIDDLE RIVER REGIONAL JAIL",12,153,127,24,26,21,5,806,146,790,1,1,"2016"
"1757","WESTERN TIDEWATER REGIONAL JAIL",12,172,143,64,29,23,6,614,68,671,1,1,"2016"
"1758","VIRGINIA PENINSULA REGIONAL JAIL AUTHORITY",12,123,108,51,15,15,0,445,82,459,1,1.04545455,"2016"
"1759","SOUTHSIDE REGIONAL JAIL AUTHORITY",12,45,39,17,6,3,3,108,14,122,1,1.05,"2016"
"1760","ADAMS COUNTY SHERIFFS OFFICE",10,8,7,0,1,0,1,25,3,21,14.89999962,15.15689616,"2016"
"1761","BENTON COUNTY SHERIFFS OFFICE",7,131,114,21,17,11,6,556,93,546,1.27884614,1.30404508,"2016"
"1762","CLARK COUNTY SHERIFFS OFFICE",7,138,126,27,12,7,5,736,141,736,1.27884614,1.30404508,"2016"
"1763","COWLITZ COUNTY CORRECTIONS DEPARTMENT",7,66,46,14,20,10,10,278,74,282,1.27884614,1.30404508,"2016"
"1764","FRANKLIN COUNTY SHERIFFS OFFICE",8,49,41,9,8,5,3,156,29,189,4.90361452,5.15508193,"2016"
"1765","KING COUNTY DEPARTMENT OF ADULT AND JUVENILE DETENTION",1,667,550,95,117,58,59,2671,216,1984,1,1.0546875,"2016"
"1766","KITSAP COUNTY SHERIFFS OFFICE",7,98,90,23,8,5,3,452,77,399,1.27884614,1.30404508,"2016"
"1767","PIERCE COUNTY SHERIFF'S DEPARTMENT",1,277,252,44,25,15,10,1101,167,1164,1,1.0546875,"2016"
"1768","SKAGIT COUNTY SHERIFFS OFFICE",8,51,47,11,4,4,0,186,27,186,4.90361452,5.15508193,"2016"
"1769","SNOHOMISH COUNTY SHERIFFS OFFICE",1,376,225,33,151,64,87,870,147,884,1,1.0546875,"2016"
"1770","SPOKANE COUNTY DETENTION SERVICES",1,307,200,28,107,49,58,892,138,942,1,1.05357143,"2016"
"1771","THURSTON COUNTY SHERIFFS OFFICE",7,109,93,26,16,9,7,429,68,455,1.27884614,1.30404508,"2016"
"1772","WHITMAN COUNTY SHERIFFS OFFICE",10,13,12,3,1,0,1,36,4,33,14.89999962,15.15689616,"2016"
"1773","YAKIMA COUNTY DEPARTMENT OF CORRECTIONS",7,213,140,23,73,44,29,977,149,839,1.27884614,1.30404508,"2016"
"1774","CITY OF KENT CORRECTIONAL FACILITY",8,26,25,7,1,1,0,139,33,134,4.90361452,5.15508193,"2016"
"1775","SOUTH CORRECTIONAL ENTITY (SCORE)",7,160,125,25,35,22,13,473,122,552,1.27884614,1.30404508,"2016"
"1776","PUYALLUP POLICE DEPARTMENT",9,11,11,2,0,0,0,48,10,48,9,9.29508197,"2016"
"1777","YAKIMA POLICE DEPARTMENT",9,13,13,1,0,0,0,75,0,49,9,9.29508197,"2016"
"1778","CHELAN COUNTY REGIONAL JUSTICE CENTER",12,74,60,13,14,11,3,254,55,276,1,1.05,"2016"
"1779","EASTERN REGIONAL JAIL - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILITY AUTHORITY",12,89,74,10,15,9,6,431,69,406,1,1.04545455,"2016"
"1780","CENTRAL REGIONAL JAIL - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILITY AUTHORITY",12,91,70,13,21,10,11,294,66,301,1,1.04545455,"2016"
"1781","WESTERN REGIONAL JAIL - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILITY AUTHORITY",12,113,91,16,22,13,9,513,61,598,1,1,"2016"
"1782","NORTH CENTRAL REGIONAL JAIL - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILITY AUTHORITY",12,90,69,15,21,14,7,572,126,640,1,1,"2016"
"1783","POTOMAC HIGHLANDS REGIONAL JAIL - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILITY AUTHORITY",12,75,59,19,16,12,4,258,34,274,1,1.04545455,"2016"
"1784","SOUTH CENTRAL REGIONAL JAIL - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILITY AUTHORITY",12,74,56,8,18,9,9,503,79,482,1,1.04545455,"2016"
"1785","SOUTHWESTERN REGIONAL JAIL - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILITY AUTHORITY",12,105,87,10,18,7,11,329,68,405,1,1.04545455,"2016"
"1786","NORTHERN REGIONAL JAIL AND CORRECTION FACILITY - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILI",12,76,61,9,15,9,6,268,56,298,1,1.04545455,"2016"
"1787","SOUTHERN REGIONAL JAIL - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILITY AUTHORITY",12,107,83,11,24,12,12,494,114,570,1,1,"2016"
"1788","TYGART VALLEY REGIONAL JAIL - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILITY AUTHORITY",12,82,62,14,20,12,8,509,199,469,1,1,"2016"
"1789","BROWN COUNTY SHERIFFS OFFICE",1,165,145,37,20,9,11,730,84,508,1,1.05357143,"2016"
"1790","BURNETT COUNTY SHERIFFS OFFICE",9,16,16,9,0,0,0,32,5,22,9,9.29508197,"2016"
"1791","CLARK COUNTY SHERIFFS DEPARTMENT",9,21,19,9,2,1,1,59,7,61,9,9.29508197,"2016"
"1792","DANE COUNTY SHERIFF'S OFFICE",1,239,173,40,66,47,19,810,115,788,1,1.05357143,"2016"
"1793","DOOR COUNTY SHERIFFS OFFICE",9,32,30,8,2,2,0,65,11,64,9,9.29508197,"2016"
"1794","FOND DU LAC COUNTY SHERIFFS OFFICE",7,64,60,30,4,1,3,255,50,240,1.27884614,1.30404508,"2016"
"1795","GREEN LAKE COUNTY SHERIFFS OFFICE",5,25,23,11,2,2,0,43,10,55,7.41666651,7.41666651,"2016"
"1796","JEFFERSON COUNTY SHERIFFS OFFICE",8,41,30,10,11,6,5,152,26,154,4.90361452,5.15508193,"2016"
"1797","KENOSHA COUNTY SHERIFFS DEPARTMENT",1,226,168,43,58,37,21,875,81,755,1,1.05357143,"2016"
"1798","MANITOWOC COUNTY SHERIFF'S OFFICE",4,50,38,16,12,10,2,178,35,173,9,9,"2016"
"1799","MILWAUKEE COUNTY HOUSE OF CORRECTION",1,323,234,97,89,33,56,1228,178,1453,1,1.0546875,"2016"
"1800","MILWAUKEE COUNTY SHERIFF'S OFFICE",1,266,231,70,35,5,30,901,111,936,1,1.0546875,"2016"
"1801","MONROE COUNTY SHERIFF'S OFFICE",9,26,24,9,2,0,2,127,16,81,9,9.29508197,"2016"
"1802","OUTAGAMIE COUNTY SHERIFFS DEPARTMENT",7,85,70,24,15,8,7,406,83,344,1.27884614,1.30404508,"2016"
"1803","RACINE COUNTY SHERIFF'S OFFICE",1,221,177,33,44,17,27,694,113,732,1,1.05357143,"2016"
"1804","ROCK COUNTY SHERIFFS OFFICE",1,116,76,22,40,13,27,429,70,457,1,1.05357143,"2016"
"1805","WASHINGTON COUNTY SHERIFF'S OFFICE",3,72,56,22,16,8,8,211,42,206,4.69999981,5.22222201,"2016"
"1806","WAUKESHA COUNTY SHERIFF DEPARTMENT",1,149,115,36,34,23,11,500,98,525,1,1.05357143,"2016"
"1807","WAUPACA COUNTY SHERIFF'S OFFICE",8,49,47,17,2,2,0,200,35,200,4.90361452,5.15508193,"2016"
"1808","WINNEBAGO COUNTY SHERIFFS OFFICE",7,100,75,20,25,18,7,275,45,293,1.27884614,1.30404508,"2016"
"1809","WOOD COUNTY SHERIFFS DEPARTMENT",8,10,10,5,0,0,0,91,14,73,4.90361452,5.15508193,"2016"
"1810","HOT SPRINGS COUNTY SHERIFFS DEPARTMENT",10,6,5,1,1,1,0,10,2,16,14.89999962,15.15689616,"2016"
"1811","LARAMIE COUNTY SHERIFF'S DEPARTMENT",7,112,84,24,28,19,9,212,52,221,1.27884614,1.30404508,"2016"
"1812","NATRONA COUNTY SHERIFFS OFFICE",7,19,19,5,0,0,0,214,51,269,1.27884614,1.30404508,"2016"
"1813","UINTA COUNTY SHERIFF'S OFFICE",9,13,13,2,0,0,0,59,14,47,9,9.29508197,"2016"
"1814","BALDWIN COUNTY SHERIFF'S OFFICE",1,119,102,33,17,15,2,533,92,533,1,1.12380952,"2017"
"1815","BIBB COUNTY SHERIFFS DEPARTMENT",9,15,15,5,0,0,0,69,12,76,9,9.61016949,"2017"
"1816","CLEBURNE COUNTY SHERIFFS OFFICE",9,15,14,4,1,0,1,77,11,67,9,9.61016949,"2017"
"1817","CULLMAN COUNTY SHERIFFS OFFICE",7,45,24,8,21,8,13,322,56,309,1.27884614,1.35795003,"2017"
"1818","FAYETTE COUNTY SHERIFFS OFFICE",9,12,11,6,1,0,1,74,12,67,9,9.61016949,"2017"
"1819","HOUSTON COUNTY SHERIFFS OFFICE",7,79,65,21,14,9,5,258,25,258,1.27884614,1.35795003,"2017"
"1820","JEFFERSON COUNTY SHERIFF'S OFFICE",1,176,155,55,21,15,6,1135,115,1080,1,1.07142857,"2017"
"1821","LAWRENCE COUNTY SHERIFFS OFFICE",8,19,13,3,6,4,2,128,27,130,4.90361452,5.22622074,"2017"
"1822","LEE COUNTY SHERIFFS OFFICE",7,70,56,16,14,9,5,391,57,397,1.27884614,1.35795003,"2017"
"1823","LOWNDES COUNTY SHERIFFS OFFICE",9,15,13,8,2,1,1,20,2,20,9,9.61016949,"2017"
"1824","MADISON COUNTY SHERIFFS OFFICE",1,72,50,17,22,12,10,913,150,838,1,1.12380952,"2017"
"1825","MONTGOMERY COUNTY SHERIFFS OFFICE",7,173,143,75,30,21,9,566,80,568,1.27884614,1.35795003,"2017"
"1826","MORGAN COUNTY SHERIFFS OFFICE",7,130,115,20,15,5,10,550,80,500,1.27884614,1.35795003,"2017"
"1827","RUSSELL COUNTY SHERIFF'S DEPARTMENT",2,57,50,22,7,3,4,247,35,227,2.71428561,2.88392846,"2017"
"1828","SHELBY COUNTY SHERIFF'S OFFICE",2,78,67,12,11,5,6,487,87,484,2.71428561,2.88392846,"2017"
"1829","TALLADEGA COUNTY SHERIFF'S OFFICE/JAIL",7,61,53,18,8,6,2,283,83,283,1.27884614,1.35795003,"2017"
"1830","WASHINGTON COUNTY SHERIFFS OFFICE",7,26,26,9,0,0,0,46,20,50,1.27884614,1.35795003,"2017"
"1831","CITY OF FOLEY POLICE DEPARTMENT",9,13,13,7,0,0,0,32,6,34,9,9.61016949,"2017"
"1832","PIEDMONT POLICE DEPARTMENT",10,17,0,0,17,8,9,5,2,8,14.89999962,17.63673424,"2017"
"1833","CITY OF ADAMSVILLE JAIL",10,10,10,8,0,0,0,3,3,10,14.89999962,17.63673424,"2017"
"1834","GUNTERSVILLE POLICE DEPARTMENT",10,5,4,0,1,0,1,16,2,10,14.89999962,17.63673424,"2017"
"1835","CREOLA POLICE DEPARTMENT",1,5,5,2,0,0,0,1,1,2,1,1,"2017"
"1836","MONTGOMERY MUNICIPAL JAIL",7,48,44,27,4,2,2,76,15,71,1.27884614,1.35795003,"2017"
"1837","COCONINO COUNTY SHERIFFS OFFICE",7,149,84,79,65,25,40,423,77,456,1.27884614,1.35795003,"2017"
"1838","MARICOPA COUNTY SHERIFF'S OFFICE",1,2066,1887,501,179,117,62,7771,1147,7696,1,1.07142857,"2017"
"1839","MOHAVE COUNTY SHERIFF'S OFFICE",1,127,102,16,25,19,6,477,101,469,1,1.12380952,"2017"
"1840","NAVAJO COUNTY SHERIFFS OFFICE",7,65,51,10,14,11,3,276,54,268,1.27884614,1.35795003,"2017"
"1841","PIMA COUNTY SHERIFF'S DEPARTMENT",1,553,415,99,138,87,51,1896,273,1912,1,1.07142857,"2017"
"1842","PINAL COUNTY SHERIFF'S OFFICE",1,164,157,66,7,2,5,529,94,567,1,1.07142857,"2017"
"1843","YAVAPAI COUNTY SHERIFFS OFFICE",7,184,158,25,26,19,7,588,115,542,1.27884614,1.35795003,"2017"
"1844","YUMA COUNTY SHERIFF'S OFFICE",1,182,138,32,44,33,11,446,68,424,1,1.12380952,"2017"
"1845","BENTON COUNTY SHERIFFS OFFICE",7,91,84,22,7,2,5,614,114,596,1.27884614,1.35795003,"2017"
"1846","CRITTENDEN COUNTY SHERIFFS OFFICE",7,0,0,0,0,0,0,203,33,217,1.27884614,1.35795003,"2017"
"1847","DREW COUNTY DETENTION FACILITY",10,15,13,8,2,1,1,28,2,31,14.89999962,17.63673424,"2017"
"1848","SHERIDAN POLICE DEPARTMENT",9,16,14,7,2,1,1,60,26,78,9,9.61016949,"2017"
"1849","SCOTT COUNTY DETENTION CENTER",8,13,12,5,1,0,1,21,1,3,4.90361452,5.22622074,"2017"
"1850","SEBASTIAN COUNTY SHERIFFS OFFICE",7,84,72,12,12,7,5,650,94,485,1.27884614,1.35795003,"2017"
"1851","WASHINGTON COUNTY SHERIFFS OFFICE",1,198,171,55,27,10,17,697,115,622,1,1.12380952,"2017"
"1852","WHITE COUNTY SHERIFFS OFFICE",7,33,33,12,0,0,0,290,61,314,1.27884614,1.35795003,"2017"
"1853","PULASKI COUNTY SHERIFFS OFFICE",12,321,252,122,69,51,18,1153,144,1058,1,1,"2017"
"1854","ALAMEDA COUNTY SHERIFFS OFFICE",1,701,440,72,261,138,123,2484,229,2520,1,1,"2017"
"1855","AMADOR COUNTY SHERIFFS OFFICE",1,0,0,0,0,0,0,87,13,85,1,1.16666667,"2017"
"1856","BUTTE COUNTY SHERIFFS OFFICE",1,128,106,18,22,18,4,832,82,586,1,1,"2017"
"1857","CALAVERAS COUNTY SHERIFFS OFFICE",1,35,26,11,9,5,4,97,18,94,1,1.16666667,"2017"
"1858","COLUSA COUNTY SHERIFFS OFFICE",1,15,13,4,2,1,1,79,12,81,1,1.16666667,"2017"
"1859","CONTRA COSTA COUNTY SHERIFFS OFFICE",1,291,185,42,106,46,60,2029,192,1564,1,1,"2017"
"1860","EL DORADO COUNTY SHERIFF'S OFFICE",1,116,90,26,26,16,10,527,67,389,1,1,"2017"
"1861","FRESNO COUNTY SHERIFF CORONER'S OFFICE",1,510,478,127,32,12,20,2948,325,2857,1,1,"2017"
"1862","GLENN COUNTY SHERIFFS OFFICE",1,21,14,5,7,4,3,107,20,102,1,1,"2017"
"1863","HUMBOLDT COUNTY SHERIFFS OFFICE",1,108,94,25,14,6,8,578,53,385,1,1,"2017"
"1864","IMPERIAL COUNTY SHERIFF'S OFFICE",1,103,50,10,53,24,29,525,76,525,1,1,"2017"
"1865","INYO COUNTY SHERIFFS OFFICE",1,27,21,9,6,5,1,47,6,51,1,1.16666667,"2017"
"1866","KERN COUNTY SHERIFFS OFFICE",1,461,336,73,125,70,55,2742,265,2161,1,1,"2017"
"1867","KINGS COUNTY SHERIFFS OFFICE",1,158,112,35,46,33,13,901,65,465,1,1,"2017"
"1868","LAKE COUNTY SHERIFF'S OFFICE",1,63,38,15,25,10,15,302,47,294,1,1,"2017"
"1869","LASSEN COUNTY ADULT DETENTION FACILITY",1,39,28,8,11,7,4,69,10,63,1,1,"2017"
"1870","LOS ANGELES COUNTY SHERIFF'S DEPARTMENT",1,0,0,0,0,0,0,17275,2239,17244,1,1,"2017"
"1871","MADERA COUNTY DEPARTMENT OF CORRECTIONS",1,114,97,22,17,13,4,525,49,449,1,1,"2017"
"1872","MARIN COUNTY SHERIFFS OFFICE",1,98,74,18,24,17,7,310,57,312,1,1,"2017"
"1873","MARIPOSA COUNTY SHERIFFS OFFICE",1,25,19,9,6,2,4,47,9,48,1,1.16666667,"2017"
"1874","MENDOCINO COUNTY SHERIFFS OFFICE",1,48,39,9,9,7,2,354,41,303,1,1,"2017"
"1875","MERCED COUNTY SHERIFFS OFFICE",1,130,77,28,53,11,42,844,62,680,1,1,"2017"
"1876","MODOC COUNTY SHERIFFS OFFICE",1,9,8,4,1,1,0,28,4,29,1,1,"2017"
"1877","MONO COUNTY SHERIFFS OFFICE",1,15,15,6,0,0,0,26,3,27,1,1,"2017"
"1878","MONTEREY COUNTY SHERIFFS OFFICE",1,191,113,19,78,39,39,889,123,929,1,1,"2017"
"1879","NAPA COUNTY DEPARTMENT OF CORRECTIONS",1,87,61,15,26,14,12,214,35,199,1,1,"2017"
"1880","NEVADA COUNTY SHERIFFS OFFICE",1,65,56,29,9,2,7,189,40,197,1,1,"2017"
"1881","ORANGE COUNTY SHERIFF'S DEPARTMENT",1,1290,800,213,490,183,307,6337,757,6115,1,1,"2017"
"1882","PLACER COUNTY SHERIFF'S OFFICE",1,269,183,41,86,65,21,696,120,711,1,1,"2017"
"1883","PLUMAS COUNTY SHERIFFS CORRECTIONAL FACILITY",1,19,19,7,0,0,0,55,9,44,1,1,"2017"
"1884","RIVERSIDE COUNTY SHERIFF'S DEPARTMENT",1,1677,1156,312,521,386,135,5170,420,3761,1,1,"2017"
"1885","SACRAMENTO COUNTY SHERIFF'S DEPARTMENT - MAIN JAIL",1,309,214,42,95,54,41,1987,228,1985,1,1,"2017"
"1886","SACRAMENTO COUNTY SHERIFFS OFFICE - RIO COSUMNES CORRECTIONAL CENTER (RCCC)",1,249,185,24,64,36,28,1581,180,1658,1,1,"2017"
"1887","SAN BENITO COUNTY SHERIFFS OFFICE",1,26,24,9,2,1,1,178,20,130,1,1,"2017"
"1888","SAN BERNARDINO COUNTY SHERIFF-CORONER DEPARTMENT",1,1417,713,103,704,506,198,6788,1308,6229,1,1,"2017"
"1889","SAN DIEGO COUNTY SHERIFF'S DEPARTMENT",1,1358,1201,270,157,99,58,5927,901,5715,1,1,"2017"
"1890","CORECIVIC COMMUNITY CORRECTIONS OCEANVIEW FACILITY",1,91,36,8,55,45,10,376,85,306,1,1,"2017"
"1891","SAN JOAQUIN COUNTY SHERIFFS OFFICE",1,66,60,23,6,1,5,1746,164,1064,1,1,"2017"
"1892","SAN LUIS OBISPO COUNTY SHERIFFS OFFICE",1,171,142,41,29,24,5,641,83,573,1,1,"2017"
"1893","SAN MATEO COUNTY SHERIFFS OFFICE",1,311,233,45,78,35,43,1195,119,1000,1,1,"2017"
"1894","SANTA BARBARA COUNTY SHERIFFS OFFICE",1,242,158,30,84,34,50,1188,165,1196,1,1,"2017"
"1895","SANTA CLARA COUNTY SHERIFF'S OFFICE",1,1889,1453,269,436,284,152,4292,444,3488,1,1,"2017"
"1896","SANTA CRUZ COUNTY SHERIFFS OFFICE",1,158,118,34,40,26,14,600,48,437,1,1,"2017"
"1897","SHASTA COUNTY SHERIFF'S OFFICE",1,77,56,12,21,9,12,485,52,339,1,1,"2017"
"1898","SISKIYOU COUNTY SHERIFFS DEPARTMENT",1,43,34,6,9,7,2,177,15,107,1,1.16666667,"2017"
"1899","SOLANO COUNTY SHERIFF'S OFFICE",1,298,256,181,42,12,30,964,119,928,1,1,"2017"
"1900","SONOMA COUNTY SHERIFF'S OFFICE",1,258,173,38,85,37,48,1117,169,1087,1,1,"2017"
"1901","STANISLAUS COUNTY SHERIFFS DEPARTMENT",1,294,243,40,51,44,7,1530,151,1237,1,1,"2017"
"1902","SUTTER COUNTY SHERIFFS OFFICE",1,50,48,15,2,0,2,301,38,239,1,1,"2017"
"1903","TEHAMA COUNTY SHERIFFS OFFICE",1,47,44,11,3,1,2,230,25,190,1,1,"2017"
"1904","TRINITY COUNTY SHERIFFS OFFICE",1,18,18,7,0,0,0,43,6,49,1,1,"2017"
"1905","TULARE COUNTY SHERIFF'S DEPARTMENT",1,417,284,35,133,50,83,1801,236,1591,1,1,"2017"
"1906","TUOLUMNE COUNTY SHERIFFS OFFICE",1,46,36,8,10,7,3,145,34,147,1,1,"2017"
"1907","VENTURA COUNTY SHERIFF'S OFFICE",1,484,388,80,96,61,35,1801,232,1624,1,1,"2017"
"1908","YOLO COUNTY SHERIFF'S OFFICE",1,129,92,28,37,25,12,431,48,388,1,1,"2017"
"1909","YUBA COUNTY SHERIFFS OFFICE",1,74,53,20,21,7,14,381,38,366,1,1,"2017"
"1910","GLENDALE  POLICE DEPARTMENT",1,9,9,4,0,0,0,8,2,14,1,1,"2017"
"1911","LONG BEACH POLICE DEPARTMENT",1,59,51,10,8,1,7,59,13,76,1,1,"2017"
"1912","WHITTIER POLICE DEPARTMENT",1,1,0,0,1,0,1,7,1,7,1,1,"2017"
"1913","SANTA ANA POLICE DEPARTMENT",1,75,65,30,10,5,5,176,20,175,1,1,"2017"
"1914","SEAL BEACH POLICE DEPARTMENT DETENTION CENTER",1,6,5,4,1,0,1,7,0,6,1,1,"2017"
"1915","SAN FRANCISCO SHERIFFS DEPARTMENT",1,482,453,67,29,8,21,2424,111,1238,1,1,"2017"
"1916","ALHAMBRA CITY JAIL",1,8,6,5,2,1,1,5,1,6,1,1,"2017"
"1917","MONTEBELLO POLICE DEPARTMENT CITY JAILA- GEO GROUP, INC.",1,6,5,2,1,0,1,4,1,6,1,1,"2017"
"1918","ADAMS COUNTY SHERIFFS OFFICE",1,295,201,27,94,70,24,1571,137,979,1,1.07142857,"2017"
"1919","ARAPAHOE COUNTY SHERIFFS OFFICE",1,235,154,34,81,55,26,1064,151,1007,1,1.07142857,"2017"
"1920","BOULDER COUNTY SHERIFFS OFFICE",7,172,112,25,60,43,17,579,50,421,1.27884614,1.35795003,"2017"
"1921","CONEJOS COUNTY SHERIFFS OFFICE",10,17,16,6,1,1,0,45,10,45,14.89999962,17.63673424,"2017"
"1922","DOUGLAS COUNTY SHERIFFS OFFICE",7,217,124,37,93,43,50,369,68,337,1.27884614,1.35795003,"2017"
"1923","COMCOR INC.",1,108,59,35,49,26,23,473,47,273,1,1.07142857,"2017"
"1924","EL PASO COUNTY SHERIFFS OFFICE",1,456,337,65,119,56,63,1641,305,1663,1,1.07142857,"2017"
"1925","GARFIELD COUNTY SHERIFF'S OFFICE",9,64,45,10,19,13,6,119,17,104,9,9.61016949,"2017"
"1926","JEFFERSON COUNTY SHERIFFS OFFICE",1,377,238,48,139,93,46,1261,261,1400,1,1.07142857,"2017"
"1927","LARIMER COUNTY SHERIFFS OFFICE",7,177,135,21,42,23,19,569,105,554,1.27884614,1.35795003,"2017"
"1928","MESA COUNTY SHERIFF'S OFFICE",7,88,70,24,18,13,5,525,91,468,1.27884614,1.35795003,"2017"
"1929","RIO BLANCO COUNTY JAIL",10,11,11,3,0,0,0,15,2,11,14.89999962,17.63673424,"2017"
"1930","TELLER COUNTY SHERIFFS OFFICE",9,10,5,2,5,3,2,68,15,68,9,9.61016949,"2017"
"1931","D.C. DEPARTMENT OF CORRECTIONS",1,1106,846,337,260,162,98,1962,148,1920,1,1.07142857,"2017"
"1932","ALACHUA COUNTY SHERIFFS OFFICE",1,334,246,59,88,69,19,846,126,808,1,1.07142857,"2017"
"1933","BAKER COUNTY SHERIFF'S OFFICE",7,80,73,10,7,5,2,464,62,463,1.27884614,1.35795003,"2017"
"1934","BAY COUNTY JAIL FACILITY",1,219,121,43,98,65,33,1063,220,1048,1,1.12380952,"2017"
"1935","BREVARD COUNTY SHERIFF'S OFFICE JAIL COMPLEX",1,439,304,86,135,102,33,1597,356,1621,1,1.07142857,"2017"
"1936","BROWARD SHERIFF'S OFFICE",1,1578,1231,510,347,224,123,6956,306,3749,1,1.07142857,"2017"
"1937","CHARLOTTE COUNTY SHERIFFS OFFICE",7,180,139,31,41,33,8,674,147,656,1.27884614,1.35795003,"2017"
"1938","COLLIER COUNTY SHERIFFS OFFICE",1,301,221,72,80,40,40,821,125,742,1,1.12380952,"2017"
"1939","MIAMI-DADE COUNTY CORRECTIONS AND REHABILITATION DEPARTMENT",1,2736,2058,995,678,453,225,4826,337,3927,1,1.07142857,"2017"
"1940","ESCAMBIA COUNTY ROAD PRISON",1,75,70,3,5,3,2,244,0,244,1,1.07142857,"2017"
"1941","ESCAMBIA COUNTY CORRECTIONS",1,410,292,105,118,99,19,1725,310,1711,1,1.07142857,"2017"
"1942","HERNANDO COUNTY SHERIFFS OFFICE",7,147,104,21,43,37,6,618,130,597,1.27884614,1.35795003,"2017"
"1943","HILLSBOROUGH COUNTY SHERIFFS OFFICE",1,1303,895,163,408,245,163,3086,450,3008,1,1.07142857,"2017"
"1944","LAKE COUNTY SHERIFFS OFFICE",1,220,160,40,60,45,15,760,122,742,1,1.12380952,"2017"
"1945","LEE COUNTY SHERIFFS OFFICE",1,233,158,28,75,13,62,1615,310,1646,1,1.07142857,"2017"
"1946","LEON COUNTY SHERIFFS OFFICE",1,68,48,16,20,12,8,988,155,985,1,1.12380952,"2017"
"1947","MANATEE COUNTY SHERIFF'S OFFICE",1,343,226,53,117,67,50,1116,212,1118,1,1.12380952,"2017"
