"","NAME","STRATUM","OTHERSTAFF","TOTALSTAFF","ADPF","ADP","DESIGNWT","FINALWT","year"
"2828","DECATUR COUNTY PRISON",7,4,43,0,160,1.27884614,1.30404508,"2016"
"2829","DEKALB COUNTY SHERIFFS OFFICE",1,287,670,174,1936,1,1.0546875,"2016"
"2830","DODGE COUNTY SHERIFFS OFFICE",9,0,31,20,112,9,9.29508197,"2016"
"2831","Dougherty County Sheriff's Office",1,32,176,89,678,1,1.05357143,"2016"
"2832","DOUGLAS COUNTY SHERIFF'S OFFICE",1,255,361,131,744,1,1.05357143,"2016"
"2833","EFFINGHAM COUNTY PRISON",7,5,31,0,186,1.27884614,1.30404508,"2016"
"2834","EFFINGHAM COUNTY SHERIFFS OFFICE",7,4,44,26,153,1.27884614,1.30404508,"2016"
"2835","FLOYD COUNTY PRISON",1,17,85,0,468,1,1.0546875,"2016"
"2836","FLOYD COUNTY SHERIFFS OFFICE",1,18,65,124,585,1,1.0546875,"2016"
"2837","FLOYD COUNTY WORK RELEASE CENTER",1,4,15,0,52,1,1.0546875,"2016"
"2838","FRANKLIN COUNTY SHERIFFS OFFICE",9,2,28,15,93,9,9.29508197,"2016"
"2839","FULTON COUNTY SHERIFF'S OFFICE",1,75,380,170,2392,1,1.0546875,"2016"
"2840","GLYNN COUNTY SHERIFFS OFFICE",2,14,110,66,384,2.71428561,2.71428561,"2016"
"2841","GORDON COUNTY SHERIFFS OFFICE",7,3,44,54,268,1.27884614,1.30404508,"2016"
"2842","GWINNETT COUNTY SHERIFF'S DEPARTMENT",1,156,688,288,1983,1,1.0546875,"2016"
"2843","GWINNETT COUNTY DEPARTMENT OF CORRECTION",1,42,142,16,380,1,1.0546875,"2016"
"2844","HALL COUNTY SHERIFFS OFFICE",1,34,187,95,733,1,1.05357143,"2016"
"2845","HALL COUNTY CORRECTIONAL INSTITUTION",1,6,36,0,203,1,1.05357143,"2016"
"2846","HENRY COUNTY SHERIFFS DEPARTMENT",1,27,308,73,579,1,1.05357143,"2016"
"2847","HOUSTON COUNTY SHERIFFS OFFICE",7,18,171,70,425,1.27884614,1.30404508,"2016"
"2848","IRWIN COUNTY DETENTION CENTER",1,39,205,150,713,1,1.05357143,"2016"
"2849","JEFFERSON COUNTY SHERIFFS OFFICE",7,0,9,13,93,1.27884614,1.30404508,"2016"
"2850","JEFFERSON COUNTY PRISON",7,6,31,0,139,1.27884614,1.30404508,"2016"
"2851","JENKINS COUNTY SHERIFFS OFFICE",1,4,16,2,16,1,1.0546875,"2016"
"2852","JENKINS CORRECTIONAL CENTER -- CCA",1,67,156,0,1139,1,1.0546875,"2016"
"2853","MCDUFFIE COUNTY SHERIFFS OFFICE",9,1,16,13,86,9,9.29508197,"2016"
"2854","PICKENS COUNTY SHERIFF OFFICE",9,1,22,22,131,9,9.29508197,"2016"
"2855","PIKE COUNTY SHERIFFS OFFICE",5,5,17,5,25,7.41666651,7.41666651,"2016"
"2856","RANDOLPH COUNTY SHERIFFS OFFICE",5,20,50,30,65,7.41666651,7.41666651,"2016"
"2857","SCREVEN COUNTY PRISON",1,3,18,0,138,1,1.0546875,"2016"
"2858","SCREVEN COUNTY SHERIFFS OFFICE",1,5,17,5,55,1,1.0546875,"2016"
"2859","SPALDING COUNTY SHERIFFS OFFICE",1,0,0,66,404,1,1.05357143,"2016"
"2860","SPALDING COUNTY CORRECTIONAL INSTITUTION",1,10,87,0,374,1,1.05357143,"2016"
"2861","SUMTER COUNTY CORRECTIONAL INSTITUTE",7,5,35,0,345,1.27884614,1.30404508,"2016"
"2862","SUMTER COUNTY SHERIFF'S OFFICE",7,2,46,20,170,1.27884614,1.30404508,"2016"
"2863","TELFAIR COUNTY SHERIFFS OFFICE",10,1,10,3,25,14.89999962,15.15689616,"2016"
"2864","THOMAS COUNTY PRISON",7,6,31,0,194,1.27884614,1.30404508,"2016"
"2865","THOMAS COUNTY SHERIFFS OFFICE",7,4,31,21,183,1.27884614,1.30404508,"2016"
"2866","TIFT COUNTY SHERIFF'S OFFICE",8,5,53,23,199,4.90361452,5.15508193,"2016"
"2867","TROUP COUNTY PRISON",1,31,126,0,348,1,1.05357143,"2016"
"2868","TROUP COUNTY SHERIFFS OFFICE",1,8,56,78,431,1,1.05357143,"2016"
"2869","WARE COUNTY SHERIFFS OFFICE",7,14,59,69,345,1.27884614,1.30404508,"2016"
"2870","WHITFIELD COUNTY SHERIFFS DEPARTMENT",7,150,203,94,472,1.27884614,1.30404508,"2016"
"2871","ATHENS-CLARKE COUNTY CORRECTIONAL INSTITUTION",1,4,29,0,112,1,1.05357143,"2016"
"2872","CLARKE COUNTY SHERIFF'S OFFICE",1,26,103,72,361,1,1.05357143,"2016"
"2873","ATHENS-CLARKE COUNTY DIVERSION CENTER",1,4,14,0,47,1,1.05357143,"2016"
"2874","CITY OF ATLANTA DEPARTMENT OF CORRECTIONS",7,59,319,100,549,1.27884614,1.30404508,"2016"
"2875","MUSCOGEE COUNTY PRISON OFFICE",1,5,115,0,569,1,1.0546875,"2016"
"2876","MUSCOGEE COUNTY SHERIFFS OFFICE",1,49,331,105,966,1,1.0546875,"2016"
"2877","CUTHBERT POLICE DEPARTMENT",10,0,1,1,3,14.89999962,15.15689616,"2016"
"2878","RICHMOND COUNTY CORRECTIONAL INSTITUTION",1,4,74,0,221,1,1.0546875,"2016"
"2879","RICHMOND COUNTY SHERIFF'S OFFICE",1,16,186,100,923,1,1.0546875,"2016"
"2880","ADA COUNTY SHERIFFS OFFICE",1,68,218,222,961,1,1.05357143,"2016"
"2881","BANNOCK COUNTY SHERIFFS OFFICE",7,20,74,56,248,1.27884614,1.30404508,"2016"
"2882","BONNEVILLE COUNTY SHERIFFS OFFICE JAIL DIVISION",7,23,83,92,347,1.27884614,1.30404508,"2016"
"2883","CANYON COUNTY SHERIFFS OFFICE",7,24,151,58,383,1.27884614,1.30404508,"2016"
"2884","FREMONT COUNTY SHERIFFS OFFICE",10,0,10,3,15,14.89999962,15.15689616,"2016"
"2885","JEROME COUNTY SHERIFF'S OFFICE",9,3,20,12,80,9,9.29508197,"2016"
"2886","KOOTENAI COUNTY SHERIFFS OFFICE",7,26,101,67,334,1.27884614,1.30404508,"2016"
"2887","LEWIS COUNTY SHERIFFS OFFICE",10,0,6,2,12,14.89999962,15.15689616,"2016"
"2888","OWYHEE COUNTY SHERIFFS OFFICE",9,1,9,6,24,9,9.29508197,"2016"
"2889","SHOSHONE COUNTY SHERIFFS OFFICE",10,6,14,6,41,14.89999962,15.15689616,"2016"
"2890","VALLEY COUNTY SHERIFFS OFFICE",10,2,11,7,26,14.89999962,15.15689616,"2016"
"2891","CASSIA COUNTY SHERIFFS OFFICE",12,8,31,35,136,1,1.05,"2016"
"2892","CHAMPAIGN COUNTY SHERIFFS OFFICE",8,28,76,21,212,4.90361452,5.15508193,"2016"
"2893","COOK COUNTY DEPARTMENT OF CORRECTIONS",1,298,3778,639,8082,1,1.0546875,"2016"
"2894","DUPAGE COUNTY SHERIFF'S OFFICE",1,46,229,75,647,1,1.05357143,"2016"
"2895","FAYETTE COUNTY SHERIFFS OFFICE",10,2,11,11,56,14.89999962,15.15689616,"2016"
"2896","KANKAKEE COUNTY SHERIFFS OFFICE",1,3,119,22,428,1,1.05357143,"2016"
"2897","LAKE COUNTY SHERIFFS OFFICE",7,35,209,56,563,1.27884614,1.30404508,"2016"
"2898","MCHENRY COUNTY SHERIFFS OFFICE",2,25,165,35,408,2.71428561,2.71428561,"2016"
"2899","MACON COUNTY SHERIFFS OFFICE",2,9,83,38,306,2.71428561,2.71428561,"2016"
"2900","MASSAC COUNTY SHERIFFS OFFICE",9,1,9,7,42,9,9.29508197,"2016"
"2901","MERCER COUNTY SHERIFFS OFFICE",9,0,10,4,23,9,9.29508197,"2016"
"2902","PEORIA COUNTY SHERIFFS OFFICE",7,13,83,45,337,1.27884614,1.30404508,"2016"
"2903","ROCK ISLAND COUNTY SHERIFFS OFFICE",7,0,0,31,229,1.27884614,1.30404508,"2016"
"2904","SANGAMON COUNTY SHERIFFS OFFICE",2,26,98,37,346,2.71428561,2.71428561,"2016"
"2905","WILL COUNTY SHERIFFS OFFICE",1,140,355,100,716,1,1.05357143,"2016"
"2906","WINNEBAGO COUNTY SHERIFFS OFFICE",1,7,196,75,800,1,1.05357143,"2016"
"2907","ALLEN COUNTY SHERIFF'S DEPARTMENT",1,21,136,135,845,1,1.05357143,"2016"
"2908","BLACKFORD COUNTY SHERIFFS OFFICE",9,3,14,8,58,9,9.29508197,"2016"
"2909","CLARK COUNTY SHERIFFS OFFICE",1,28,62,109,479,1,1.05357143,"2016"
"2910","DEARBORN COUNTY SHERIFFS OFFICE",7,19,59,70,264,1.27884614,1.30404508,"2016"
"2911","DUBOIS COUNTY SHERIFFS OFFICE",9,0,19,17,77,9,9.29508197,"2016"
"2912","ELKHART COUNTY SHERIFF'S DEPARTMENT",1,22,105,115,767,1,1.05357143,"2016"
"2913","HAMILTON COUNTY SHERIFFS OFFICE",7,9,96,79,347,1.27884614,1.30404508,"2016"
"2914","HENDRICKS COUNTY SHERIFFS DEPARTMENT",8,5,49,60,217,4.90361452,5.15508193,"2016"
"2915","HOWARD COUNTY SHERIFFS OFFICE",2,18,69,84,440,2.71428561,2.71428561,"2016"
"2916","JACKSON COUNTY SHERIFF'S DEPARTMENT",7,5,27,45,225,1.27884614,1.30404508,"2016"
"2917","JOHNSON COUNTY SHERIFFS OFFICE",7,6,56,79,310,1.27884614,1.30404508,"2016"
"2918","KOSCIUSKO COUNTY SHERIFFS OFFICE",7,4,29,68,242,1.27884614,1.30404508,"2016"
"2919","LAKE COUNTY SHERIFFS OFFICE",1,7,229,61,644,1,1.05357143,"2016"
"2920","LAWRENCE COUNTY SHERIFFS OFFICE",8,4,27,35,130,4.90361452,5.15508193,"2016"
"2921","MORGAN COUNTY SHERIFFS OFFICE",7,10,54,79,325,1.27884614,1.30404508,"2016"
"2922","PUTNAM COUNTY SHERIFFS OFFICE",8,4,25,19,114,4.90361452,5.15508193,"2016"
"2923","ST. JOSEPH COUNTY POLICE DEPARTMENT",7,13,144,82,620,1.27884614,1.30404508,"2016"
"2924","VANDERBURGH COUNTY SHERIFFS OFFICE",7,11,87,101,615,1.27884614,1.30404508,"2016"
"2925","VIGO COUNTY SHERIFF'S OFFICE",2,3,50,46,319,2.71428561,2.71428561,"2016"
"2926","WABASH COUNTY SHERIFF'S DEPARTMENT",9,20,39,18,83,9,9.29508197,"2016"
"2927","WARREN COUNTY SHERIFFS OFFICE",10,0,12,2,20,14.89999962,15.15689616,"2016"
"2928","WHITE COUNTY SHERIFFS OFFICE",8,49,72,21,129,4.90361452,5.15508193,"2016"
"2929","MARION COUNTY JAIL",1,99,441,248,1093,1,1.0546875,"2016"
"2930","MARION COUNTY JAIL II - CCA",1,123,600,0,1025,1,1.0546875,"2016"
"2931","CLINTON COUNTY SHERIFFS OFFICE",9,2,17,8,48,9,9.29508197,"2016"
"2932","LINN COUNTY CORRECTIONAL CENTER",7,38,81,44,354,1.27884614,1.30404508,"2016"
"2933","LOUISA COUNTY SHERIFFS OFFICE",10,0,12,1,15,14.89999962,15.15689616,"2016"
"2934","MARION COUNTY SHERIFFS OFFICE",10,1,12,5,45,14.89999962,15.15689616,"2016"
"2935","MUSCATINE COUNTY SHERIFFS OFFICE",8,16,55,15,178,4.90361452,5.15508193,"2016"
"2936","POLK COUNTY SHERIFFS OFFICE",1,71,299,155,930,1,1.05357143,"2016"
"2937","SCOTT COUNTY SHERIFFS OFFICE",7,26,85,40,300,1.27884614,1.30404508,"2016"
"2938","VAN BUREN COUNTY SHERIFFS OFFICE",10,0,11,1,5,14.89999962,15.15689616,"2016"
"2939","WINNESHIEK COUNTY SHERIFFS OFFICE",10,1,11,1,8,14.89999962,15.15689616,"2016"
"2940","WRIGHT COUNTY SHERIFFS OFFICE",10,2,12,1,7,14.89999962,15.15689616,"2016"
"2941","WOODBURY COUNTY SHERIFFS OFFICE",7,0,17,31,230,1.27884614,1.30404508,"2016"
"2942","JOHNSON COUNTY SHERIFFS OFFICE",7,33,362,109,713,1.27884614,1.30404508,"2016"
"2943","KINGMAN COUNTY SHERIFFS OFFICE",10,0,5,5,13,14.89999962,15.15689616,"2016"
"2944","LEAVENWORTH COUNTY SHERIFFS OFFICE",1,1,51,20,120,1,1.0546875,"2016"
"2945","CCA LEAVENWORTH DETENTION CENTER",1,89,214,68,710,1,1.0546875,"2016"
"2946","MEADE COUNTY SHERIFFS OFFICE",5,6,19,3,15,7.41666651,7.41666651,"2016"
"2947","MIAMI COUNTY SHERIFFS OFFICE",10,1,16,4,24,14.89999962,15.15689616,"2016"
"2948","POTTAWATOMIE COUNTY SHERIFFS OFFICE",10,0,12,3,18,14.89999962,15.15689616,"2016"
"2949","RILEY COUNTY POLICE DEPARTMENT",5,8,47,10,80,7.41666651,7.41666651,"2016"
"2950","SEDGWICK COUNTY SHERIFFS OFFICE",1,12,260,157,1226,1,1.0546875,"2016"
"2951","SHAWNEE COUNTY DEPARTMENT OF CORRECTIONS",7,69,282,68,483,1.27884614,1.30404508,"2016"
"2952","THOMAS COUNTY SHERIFFS OFFICE",10,8,17,3,21,14.89999962,15.15689616,"2016"
"2953","WILSON COUNTY SHERIFFS OFFICE",10,1,19,14,50,14.89999962,15.15689616,"2016"
"2954","WOODSON COUNTY SHERIFFS OFFICE",10,0,4,0,4,14.89999962,15.15689616,"2016"
"2955","BOONE COUNTY JAIL",7,0,72,122,606,1.27884614,1.30404508,"2016"
"2956","CARROLL COUNTY DETENTION CENTER",8,15,34,46,170,4.90361452,5.15508193,"2016"
"2957","CHRISTIAN COUNTY JAIL",7,3,73,98,790,1.27884614,1.30404508,"2016"
"2958","DAVIESS COUNTY DETENTION CENTER",7,21,75,149,766,1.27884614,1.30404508,"2016"
"2959","FLOYD COUNTY DETENTION CENTER",8,2,27,22,148,4.90361452,5.15508193,"2016"
"2960","FRANKLIN COUNTY REGIONAL JAIL",7,14,54,60,330,1.27884614,1.30404508,"2016"
"2961","FULTON COUNTY DETENTION CENTER",2,5,61,40,500,2.71428561,2.71428561,"2016"
"2962","GRAYSON COUNTY DETENTION CENTER",7,0,121,60,635,1.27884614,1.30404508,"2016"
"2963","HARDIN COUNTY DETENTION CENTER",7,6,88,179,717,1.27884614,1.30404508,"2016"
"2964","HENDERSON COUNTY DETENTION CENTER",7,5,98,212,670,1.27884614,1.30404508,"2016"
"2965","KENTON COUNTY DETENTION CENTER",7,18,93,156,657,1.27884614,1.30404508,"2016"
"2966","LAUREL COUNTY CORRECTIONS CENTER",7,50,80,180,468,1.27884614,1.30404508,"2016"
"2967","MCCRACKEN COUNTY REGIONAL JAIL",7,3,57,102,520,1.27884614,1.30404508,"2016"
"2968","MARION COUNTY DETENTION CENTER",7,10,57,52,287,1.27884614,1.30404508,"2016"
"2969","HERMAN FORD DETENTION CENTER",8,7,27,27,208,4.90361452,5.15508193,"2016"
"2970","MUHLENBERG COUNTY DETENTION CENTER",7,10,38,42,265,1.27884614,1.30404508,"2016"
"2971","PIKE COUNTY DETENTION CENTER",7,9,47,80,352,1.27884614,1.30404508,"2016"
"2972","ROWAN COUNTY DETENTION CENTER",8,6,28,23,120,4.90361452,5.15508193,"2016"
"2973","SHELBY COUNTY DETENTION CENTER",7,1,37,112,362,1.27884614,1.30404508,"2016"
"2974","TAYLOR COUNTY DETENTION CENTER",7,1,44,50,273,1.27884614,1.30404508,"2016"
"2975","WARREN COUNTY REGIONAL JAIL",7,14,97,109,627,1.27884614,1.30404508,"2016"
"2976","WEBSTER COUNTY DETENTION CENTER",7,8,44,21,272,1.27884614,1.30404508,"2016"
"2977","LEXINGTON FAYETTE URBAN COUNTY GOVERNMENT DIVISION OF COMMUNITY CORRECTIONS",1,80,280,215,1215,1,1.0546875,"2016"
"2978","LOUISVILLE METRO DEPARTMENT OF CORRECTIONS",1,77,519,319,1993,1,1.0546875,"2016"
"2979","ADAIR COUNTY REGIONAL JAIL",12,2,35,16,102,1,1,"2016"
"2980","BOURBON COUNTY REGIONAL DETENTION CENTER",12,3,38,40,157,1,1.05,"2016"
"2981","BIG SANDY REGIONAL DETENTION CENTER",12,6,33,57,234,1,1.05,"2016"
"2982","KENTUCKY RIVER REGIONAL JAIL",12,4,37,40,220,1,1.05,"2016"
"2983","AVOYELLES PARISH SHERIFFS DEPARTMENT",1,34,272,317,967,1,1.0546875,"2016"
"2984","BOSSIER PARISH SHERIFFS OFFICE",1,35,175,102,1403,1,1.0546875,"2016"
"2985","CADDO PARISH SHERIFFS OFFICE",1,66,397,105,1035,1,1.0546875,"2016"
"2986","CALCASIEU PARISH SHERIFFS OFFICE",1,100,279,145,1248,1,1.0546875,"2016"
"2987","CATAHOULA PARISH SHERIFFS OFFICE",1,4,8,0,15,1,1.05357143,"2016"
"2988","CATAHOULA CORRECTIONAL CENTER",1,0,80,0,692,1,1.05357143,"2016"
"2989","CONCORDIA PARISH SHERIFF'S OFFICE - CONCORDIA PARISH JAIL",1,2,8,0,35,1,1.0546875,"2016"
"2990","CONCORDIA PARISH SHERIFFS OFFICE - CORRECTIONAL FACILITY AND WORK RELEASE",1,33,93,261,550,1,1.0546875,"2016"
"2991","CONCORDIA PARISH SHERIFF'S OFFICE - CONCORDIA PARISH RIVER CORRECTIONAL FACILITY",1,17,59,0,505,1,1.0546875,"2016"
"2992","FRANKLIN PARISH DETENTION CENTER",1,1,24,22,780,1,1.05357143,"2016"
"2993","GRANT PARISH SHERIFF'S OFFICE - DETENTION FACILITY",9,10,26,0,105,9,9.29508197,"2016"
"2994","IBERIA PARISH SHERIFFS OFFICE",7,21,69,38,370,1.27884614,1.30404508,"2016"
"2995","JACKSON PARISH CORRECTIONAL CENTER",1,35,110,15,915,1,1.0546875,"2016"
"2996","JEFFERSON PARISH SHERIFFS OFFICE",1,23,343,87,937,1,1.05357143,"2016"
"2997","JEFFERSON DAVIS PARISH SHERIFFS OFFICE",9,0,13,5,61,9,9.29508197,"2016"
"2998","LIVINGSTON PARISH SHERIFFS OFFICE",1,0,14,90,511,1,1.05357143,"2016"
"2999","MADISON PARISH JAIL",1,0,4,0,24,1,1.05357143,"2016"
"3000","MADISON CORRECTIONAL CENTER",1,28,94,0,687,1,1.05357143,"2016"
"3001","MOREHOUSE PARISH SHERIFFS OFFICE",2,2,34,20,176,2.71428561,2.71428561,"2016"
"3002","NATCHITOCHES PARISH SHERIFFS OFFICE",7,22,91,6,444,1.27884614,1.30404508,"2016"
"3003","OUACHITA PARISH SHERIFF'S OFFICE - TRANSITIONAL WORK PROGRAM",1,8,26,0,185,1,1.0546875,"2016"
"3004","OUACHITA PARISH CORRECTIONAL CENTER",1,55,143,122,998,1,1.0546875,"2016"
"3005","RAPIDES PARISH SHERIFFS OFFICE",1,29,165,42,1119,1,1.0546875,"2016"
"3006","ST. BERNARD SHERIFFS OFFICE",7,2,62,25,225,1.27884614,1.30404508,"2016"
"3007","ST. CHARLES PARISH SHERIFFS OFFICE",7,0,23,29,427,1.27884614,1.30404508,"2016"
"3008","ST. LANDRY PARISH SHERIFFS OFFICE",7,10,33,27,256,1.27884614,1.30404508,"2016"
"3009","ST. MARTIN PARISH SHERIFF'S OFFICE",3,2,47,10,190,4.69999981,5.22222201,"2016"
"3010","ST. MARY PARISH SHERIFFS OFFICE",7,14,89,0,248,1.27884614,1.30404508,"2016"
"3011","ST. TAMMANY PARISH SHERIFFS OFFICE",1,80,214,105,1071,1,1.0546875,"2016"
"3012","UNION PARISH DETENTION CENTER",7,25,68,12,293,1.27884614,1.30404508,"2016"
"3013","WASHINGTON PARISH SHERIFF'S OFFICE",3,5,24,35,165,4.69999981,5.22222201,"2016"
"3014","WEBSTER PARISH SHERIFFS OFFICE",7,8,71,58,310,1.27884614,1.30404508,"2016"
"3015","EAST BATON ROUGE PARISH SHERIFFS OFFICE",1,18,322,182,1427,1,1.0546875,"2016"
"3016","LAFAYETTE PARISH SHERIFFS OFFICE",1,87,211,100,764,1,1.05357143,"2016"
"3017","ORLEANS PARISH SHERIFF'S OFFICE",1,222,722,176,1934,1,1.0546875,"2016"
"3018","TERREBONNE PARISH CRIMINAL JUSTICE COMPLEX",1,18,125,90,700,1,1.05357143,"2016"
"3019","RICHWOOD CORRECTIONAL CENTER",1,34,124,0,871,1,1.0546875,"2016"
"3020","Richland Parish Sheriff's Office",1,20,68,240,520,1,1.05357143,"2016"
"3021","TWO BRIDGES REGIONAL JAIL",12,6,64,15,135,1,1.05,"2016"
"3022","WALDO COUNTY SHERIFFS OFFICE",12,5,19,0,35,1,1,"2016"
"3023","ANNE ARUNDEL COUNTY DEPARTMENT OF DETENTION FACILITIES",1,99,352,84,731,1,1.05357143,"2016"
"3024","BALTIMORE COUNTY DEPARTMENT OF CORRECTIONS",1,106,470,153,1204,1,1.0546875,"2016"
"3025","CALVERT COUNTY DETENTION CENTER",3,23,96,31,189,4.69999981,5.22222201,"2016"
"3026","CAROLINE COUNTY DETENTION CENTER",8,6,39,14,83,4.90361452,5.15508193,"2016"
"3027","CARROLL COUNTY SHERIFFS OFFICE",7,17,106,41,223,1.27884614,1.30404508,"2016"
"3028","FREDERICK COUNTY SHERIFF'S OFFICE CORRECTIONS BUREAU",7,33,159,55,427,1.27884614,1.30404508,"2016"
"3029","HOWARD COUNTY DEPARTMENT OF CORRECTION",2,12,156,35,281,2.71428561,2.71428561,"2016"
"3030","PRINCE GEORGE'S COUNTY DEPARTMENT OF CORRECTIONS",1,105,534,57,944,1,1.0546875,"2016"
"3031","ST. MARYS COUNTY DETENTION CENTER",7,15,89,39,205,1.27884614,1.30404508,"2016"
"3032","WASHINGTON COUNTY SHERIFFS OFFICE",7,43,159,50,380,1.27884614,1.30404508,"2016"
"3033","WICOMICO COUNTY DEPARTMENT OF CORRECTIONS",2,44,158,81,377,2.71428561,2.71428561,"2016"
"3034","WORCESTER COUNTY JAIL",7,7,91,36,348,1.27884614,1.30404508,"2016"
"3035","BALTIMORE PRETRIAL COMPLEX",1,174,1207,148,1915,1,1.0546875,"2016"
"3036","BARNSTABLE COUNTY SHERIFFS OFFICE",7,22,116,200,360,1.27884614,1.30404508,"2016"
"3037","BERKSHIRE COUNTY SHERIFFS OFFICE",7,66,203,0,251,1.27884614,1.30404508,"2016"
"3038","ESSEX COUNTY SHERIFF'S DEPARTMENT",1,153,623,43,1495,1,1.0546875,"2016"
"3039","HAMPDEN COUNTY CORRECTIONAL CENTER",1,445,922,300,1492,1,1.0546875,"2016"
"3040","HAMPSHIRE COUNTY SHERIFFS OFFICE",7,55,162,0,213,1.27884614,1.30404508,"2016"
"3041","MIDDLESEX SHERIFF'S OFFICE",1,138,606,0,1128,1,1.05357143,"2016"
"3042","NORFOLK SHERIFF'S OFFICE",7,0,194,0,490,1.27884614,1.30404508,"2016"
"3043","PLYMOUTH COUNTY SHERIFFS DEPARTMENT",1,95,483,0,1100,1,1.0546875,"2016"
"3044","WORCESTER COUNTY SHERIFFS OFFICE",1,181,592,0,1095,1,1.05357143,"2016"
"3045","SUFFOLK COUNTY SHERIFF'S DEPARTMENT - NASHUA STREET JAIL",1,2,4,0,640,1,1.0546875,"2016"
"3046","SUFFOLK COUNTY SHERIFF'S DEPARTMENT - HOUSE OF CORRECTION",1,167,679,116,971,1,1.0546875,"2016"
"3047","BAY COUNTY SHERIFFS OFFICE",3,6,45,28,187,4.69999981,5.22222201,"2016"
"3048","BERRIEN COUNTY SHERIFF'S OFFICE",2,16,85,46,335,2.71428561,2.71428561,"2016"
"3049","CALHOUN COUNTY SHERIFFS OFFICE",1,15,119,86,507,1,1.05357143,"2016"
"3050","CHEBOYGAN COUNTY SHERIFFS OFFICE",5,1,16,12,76,7.41666651,7.41666651,"2016"
"3051","CLINTON COUNTY SHERIFFS OFFICE",3,1,27,32,196,4.69999981,5.22222201,"2016"
"3052","DICKINSON COUNTY SHERIFFS OFFICE",5,3,17,20,75,7.41666651,7.41666651,"2016"
"3053","GENESEE COUNTY SHERIFFS OFFICE",1,12,131,75,633,1,1.05357143,"2016"
"3054","GRAND TRAVERSE COUNTY SHERIFFS OFFICE",8,6,45,35,150,4.90361452,5.15508193,"2016"
"3055","INGHAM COUNTY SHERIFFS OFFICE",1,10,88,62,512,1,1.05357143,"2016"
"3056","KENT COUNTY SHERIFF'S DEPARTMENT",1,61,277,184,1071,1,1.0546875,"2016"
"3057","MACOMB COUNTY SHERIFF'S OFFICE",1,93,248,201,1148,1,1.0546875,"2016"
"3058","MUSKEGON COUNTY SHERIFF'S OFFICE",2,1,52,80,480,2.71428561,2.71428561,"2016"
"3059","OAKLAND COUNTY SHERIFFS OFFICE",1,0,190,265,1507,1,1.0546875,"2016"
"3060","OTTAWA COUNTY SHERIFFS OFFICE",2,7,72,38,286,2.71428561,2.71428561,"2016"
"3061","ROSCOMMON COUNTY SHERIFFS OFFICE",5,6,20,10,67,7.41666651,7.41666651,"2016"
"3062","ST. CLAIR COUNTY SHERIFFS OFFICE",7,11,120,66,475,1.27884614,1.30404508,"2016"
"3063","SHIAWASSEE COUNTY SHERIFFS OFFICE",4,0,7,19,121,9,9,"2016"
"3064","WAYNE COUNTY SHERIFFS OFFICE",1,5,335,167,1834,1,1.0546875,"2016"
"3065","ANOKA COUNTY WORK RELEASE",7,15,36,22,136,1.27884614,1.30404508,"2016"
"3066","ANOKA COUNTY SHERIFFS OFFICE",7,10,71,31,225,1.27884614,1.30404508,"2016"
"3067","BLUE EARTH COUNTY SHERIFF'S OFFICE",9,2,10,12,110,9,9.29508197,"2016"
"3068","CROW WING COUNTY JAIL",8,15,63,27,206,4.90361452,5.15508193,"2016"
"3069","HENNEPIN COUNTY ADULT CORRECTIONS",1,60,193,65,435,1,1.0546875,"2016"
"3070","HENNEPIN COUNTY SHERIFF'S OFFICE",1,55,298,73,718,1,1.0546875,"2016"
"3071","KITTSON COUNTY SHERIFFS DEPARTMENT",10,2,14,0,1,14.89999962,15.15689616,"2016"
"3072","MCLEOD COUNTY SHERIFFS OFFICE",10,1,18,3,20,14.89999962,15.15689616,"2016"
"3073","MEEKER COUNTY SHERIFFS OFFICE",5,9,25,8,42,7.41666651,7.41666651,"2016"
"3074","MORRISON COUNTY SHERIFFS OFFICE",9,9,30,5,60,9,9.29508197,"2016"
"3075","RAMSEY COUNTY SHERIFF'S OFFICE",1,15,138,38,352,1,1.05357143,"2016"
"3076","RAMSEY COUNTY CORRECTIONAL FACILITY",1,28,115,70,317,1,1.05357143,"2016"
"3077","REDWOOD COUNTY SHERIFFS OFFICE",10,2,8,3,16,14.89999962,15.15689616,"2016"
"3078","RENVILLE COUNTY SHERIFFS OFFICE",9,4,18,17,67,9,9.29508197,"2016"
"3079","SHERBURNE COUNTY SHERIFFS OFFICE",7,23,152,47,578,1.27884614,1.30404508,"2016"
"3080","STEARNS COUNTY SHERIFFS OFFICE",8,29,83,20,140,4.90361452,5.15508193,"2016"
"3081","STEELE COUNTY DETENTION CENTER",9,10,43,18,113,9,9.29508197,"2016"
"3082","WASHINGTON COUNTY SHERIFFS OFFICE",3,13,87,35,185,4.69999981,5.22222201,"2016"
"3083","YELLOW MEDICINE COUNTY SHERIFFS OFFICE",10,2,16,6,26,14.89999962,15.15689616,"2016"
"3084","TRI COUNTY COMMUNITY CORRECTIONS",12,8,45,32,183,1,1.05,"2016"
"3085","ARROWHEAD REGIONAL CORRECTIONS",12,20,62,0,105,1,1.05,"2016"
"3086","Alcorn County Sheriffs Office",7,5,17,20,120,1.27884614,1.30404508,"2016"
"3087","BOLIVAR COUNTY REGIONAL CORRECTIONAL FACILITY",7,17,59,9,413,1.27884614,1.30404508,"2016"
"3088","CHICKASAW COUNTY SHERIFF'S OFFICE",2,17,47,6,323,2.71428561,2.71428561,"2016"
